id,name,birth
61970,"Yasmina Bauernfeind",
61975,"Bärbel Bauersfeld",
61976,"Heike Bauersfeld",1937
61979,"Jean Marie Baufle",
61982,"Brian Baugh",
61997,"Bill Baughman",
62009,"David Baughn",1939
62010,"Eric Baugin",
62012,"Javier Baigorri",
62017,"Catherine Baugué",
62024,"Norbert Bauhuber",
62040,"Lluís-Anton Baulenas",1958
62041,"Ricardo Bauleo",1946
62044,"Michel Baulez",1948
62047,"Marina Baulina",
62049,"Kai Ivo Baulitz",1971
62054,"Katherine Baulu",
62057,"Fernando Bauluz",1951
62064,"Barbara Baum",1944
62069,"Brent Baum",
62070,"Bruce Baum",
62071,"Carol Baum",
62081,"David Baum",
62085,"Eckhard Baum",
62086,"Edgar Baum",
62095,"Gilberto Baum",
62098,"Henning Baum",1972
62105,"Jochen Baum",
62107,"Jürgen Baum",
62115,"Martin Baum",1924
62117,"Melissa Baum",1970
62119,"Mike Baum",
62120,"Milica Baum",
62123,"Ralph Baum",1908
62126,"Roger S. Baum",
62133,"Sonja Baum",1975
62134,"Steve Baum",
62136,"Thomas Baum",
62137,"Thomas Baum",
62139,"Vicki Baum",1888
62144,"Yngve Baum",1945
62145,"Adam Bauman",1957
62148,"Andy Bauman",
62149,"Beau Bauman",
62155,"Chris Bauman",
62159,"Erna Martha Bauman",1938
62168,"Jon 'Bowzer' Bauman",1947
62171,"Krzysztof Bauman",1955
62172,"Kurt Bauman",
62173,"Larry Bauman",
62178,"Mike Bauman",
62184,"Susanne Bauman",
62187,"Lewis Baumander",
62188,"Lucija Baumane",1905
62189,"Signe Baumane",
62195,"Axel Baumann",
62196,"Barbara Baumann",
62199,"Britt Baumann",
62204,"Christoph Baumann",
62214,"Fritz Baumann",1950
62215,"Gerd Baumann",1967
62218,"Heinz Baumann",1928
62219,"Helen Baumann",
62221,"Herbert Baumann",1925
62222,"Hilmar Baumann",1939
62227,"Joachim Baumann",
62233,"Kathrine Baumann",1949
62239,"Michel Baumann",
62244,"Peter Baumann",
62246,"Peter Baumann",
62247,"René Baumann",
62251,"Simone Baumann",
62255,"Thomas Baumann",1967
62257,"Ulli Baumann",1962
62261,"Glen Baumbach",
62264,"Nico Baumbach",
62285,"Jörg Baumeister",
62288,"Mick Baumeister",1958
62289,"Muriel Baumeister",1972
62292,"Ellin Baumel",
62301,"Hank Baumert Jr.",
62302,"Hank Baumert",
62303,"Heinz Baumert",
62307,"Rainer Baumert",
62311,"Simon Baumfield",
62320,"Angelika Baumgart",
62324,"Reinhard Baumgart",1929
62326,"Volker Baumgart",
62328,"Alan Baumgarten",1957
62332,"Craig Baumgarten",1949
62339,"Maribeth Baumgarten",
62340,"Marietta von Hausswolff von Baumgarten",
62341,"Michael Baumgarten",
62344,"Ruth Baumgarten",1956
62346,"Michael Baumgartl",
62350,"Colin Baumgartner",
62351,"Doris Baumgartner",
62353,"Franz Baumgartner",
62356,"Heinrich Baumgartner",
62357,"John Baumgartner",1971
62359,"Julien Baumgartner",
62362,"Karl Baumgartner",1949
62368,"Mario Baumgartner",
62369,"Michèle Baumgartner",1953
62370,"Monika Baumgartner",1951
62372,"Peter Baumgartner",1939
62373,"Robby Baumgartner",1962
62375,"Roland Baumgartner",1955
62381,"Erik Baumgärtner",
62388,"Krzysztof Baumiller",1946
62395,"Alberto Baumstein",
62396,"Fábio Baumstein",
62400,"Heinz Baumüller",
62409,"Lasse Baunkilde",1983
62413,"Blaise Bauquis",
62417,"David Baur",
62425,"Gabriel Baur",
62428,"Harry Baur",1880
62430,"Lilo Baur",1958
62434,"Mark Baur",
62437,"Reimar J. Baur",1928
62441,"Tassilo Baur",
62442,"Urs Baur",
62444,"Sara Baur-Harding",
62449,"Valérie Baurens",
62452,"Marie-Hélène Bauret",
62460,"Janet Baus",
62463,"Andy Bausch",1959
62471,"Pina Bausch",1940
62472,"Richard Bausch",1945
62475,"Friedrich W. Bauschulte",1923
62477,"Arndt Bause",1936
62479,"Peter Bause",1941
62487,"Mona Bausson",
62488,"Didier Baussy",
62490,"Jeff Baustert",
62492,"Christian Baute",1971
62495,"Bertrand Bautheac",
62501,"Arsenio Bautista",
62505,"Bobby Bautista",
62506,"Conchita Bautista",1936
62507,"Daniel Bautista",
62508,"Daniel Noé Bautista",
62509,"Eden Bautista",
62513,"Florchita Bautista",
62515,"Hero Bautista",
62517,"Jane Bautista",
62524,"Juan Bautista Berasategi",
62527,"Lualhati Bautista",
62530,"Maricel Bautista",
62531,"Marilyn Bautista",1952
62534,"Millicent Bautista",
62538,"Pablo Bautista",
62539,"Pancho Bautista",1945
62540,"Perla Bautista",1940
62541,"Román Bautista",
62544,"Teddy Bautista",1943
62550,"Attie Bauw",
62553,"Nele Bauwens",
62556,"Georges Baux",
62558,"Pierre-Marie Baux",
62560,"María Bauza",
62565,"Fabrizio Bava",1967
62568,Rizabawa,
62577,"Massimo Bavastro",1969
62578,"Marguerite Bavaud",
62580,"Madhukar Bavdekar",
62581,"Ari Bavel",
62593,"José Baviera",1906
62597,"Dogan Bavli",1941
62601,"Chris Bavota",
62605,"T. Bawanandan",
62609,"Nina Bawden",1925
62613,"Laurence Bawedin",
62614,"Harry Baweja",
62616,"David Bawel",
62620,"Gulshan Bawra",1937
62623,"Antonio Bax",
62632,"María Baxa",1943
62636,"Helen Baxendale",1970
62637,"Antonios Baxevanidis",
62642,"Barbara Baxley",1923
62644,"Craig R. Baxley",1949
62658,"George Baxt",1923
62661,Baxter,
62671,"Amy Lynn Baxter",1967
62677,"Eduardo Fuller",
62682,"Beau Baxter",
62684,"Ben Baxter",
62689,"Bill Baxter",
62699,"Cash Baxter",
62700,"Charles Baxter",1924
62702,"Charles Thomas Baxter",
62715,"David Baxter",
62725,"Elaine Baxter",
62735,"Gene 'Bean' Baxter",1959
62737,"George Baxter-Holder",
62738,"Max Brand",1893
62741,"Gregg Baxter",
62743,"Jack Baxter",
62749,"Jeffrey Baxter",1948
62750,"Jeffrey Baxter",
62752,"Jennifer Baxter",1976
62754,"Jerry Baxter",
62762,"John Baxter",1939
62770,"Kalimi Baxter",
62772,"Keith Baxter",1933
62775,"Kirk Baxter",1972
62785,"Lynsey Baxter",1959
62786,"Maria Aparecida Baxter",1918
62787,"Mark Baxter",
62789,"Matt Baxter",
62790,"Max Baxter",
62798,"Pete Baxter",
62799,"Peter Baxter",
62804,"Raymond Baxter",1922
62805,"Rebecca Baxter",1962
62809,"Rick Baxter",
62810,"Riley Baxter",
62813,"Ronnie Baxter",1931
62816,"Ryan Baxter",
62822,"Tara Baxter",
62826,"Tony Baxter",
62828,"Warner Baxter",1889
62831,"Willis Baxter Johnson",
62838,"Sarah Bay Williams",
62841,"Byron Bay",
62844,"Frances Bay",1919
62848,"James Bay",
62849,"Jamie Bay",
62855,"Jonah Bay",
62856,"Kay Bay",
62860,"Paul Bay",
62862,"Peter Bay",1955
62866,"Susan Bay Nimoy",1943
62868,"Søren Bay",
62876,Bayaertu,
62879,"Ruel S. Bayani",
62885,"Karine Bayard",
62886,"Micha Bayard",1930
62888,"Paule Bayard",1931
62894,"Jorge Bayardo",
62896,"Luis Bayardo",1935
62898,"Sonia Bayardo",
62900,"Jaime Bayarri",1935
62902,Bayarsaikhan,
62903,"Sorgodgiin Bayarsakhan",
62904,"Babak Bayat",1946
62906,"Ghogha Bayat",
62907,"Mahbubeh Bayat",1949
62912,"Kenan Baydemir",
62916,"Nancy Baye",
62917,"Noël Baye",
62918,"Bruno Bayen",1950
62921,"Thijs Bayens",
62937,"Gary Bayer",1944
62939,"Günther Bayer",
62948,"Leonidas Bayer",
62952,"Michael Bayer",
62957,"Osvaldo Bayer",1927
62958,"Ottmár Bayer",1940
62960,"Rolf Bayer",
62962,"Silvana Bayer",1980
62966,"Teis Bayer",1959
62969,"William Bayer",
62971,"Wolfgang Bayer",
62972,"Zenta Bayer-Ozols",
62978,"Christopher Bayes",
62986,"Shani Bayeté",
62989,"Sergei Bayev",1961
62992,"Martin Bayfield",1966
62994,"Abderrahim Bayga",
62999,Bayirtcya,
63001,"Melek Baykal",
63002,"Fakir Baykurt",1929
63006,"Jack Baylam",
63008,"Philippe Baylaucq",
63009,"Véronique Baylaucq",
63014,"David Bayle",
63017,"Gérard Bayle",1934
63023,"Pierre Bayle",
63024,"Sonia Bayle",
63026,"Lucy Bayler",
63027,"Terence Bayler",1930
63041,"Robert Bayless",
63055,"Kate Bayley",
63060,"Stephen Bayley",1951
63070,"Katrina Baylis",
63072,"Kerry-Lou Baylis",
63078,"Robert Baylis",
63093,"Jean Bayliss",1931
63101,"Peter Bayliss",1922
63113,"Hal Baylor",1918
63116,"Antonio Baylos",
63121,"Jaime Bayly",1965
63124,"Lorraine Bayly",1937
63126,"Nick Bayly",
63127,"Stephen Bayly",1942
63128,"Silvia Baylé",
63131,"Gabriel Bayman",
63133,"Jacques Baynac",
63134,"Fifi Baynard",
63136,"Erwan Baynaud",1983
63140,"Eliza Bayne",
63142,"Jordan Bayne",
63143,"Lawrence Bayne",1960
63152,"Angela Plasschaert",
63155,"Gary Baynes",
63158,"Hetty Baynes",1956
63160,"Jeff Baynes",
63165,"Peter Baynham",
63172,"Lola Bayo",
63173,"María Bayo",
63174,"Montse Bayo",
63180,"Emilia Bayona",1947
63181,"Jordi Bayona",1931
63183,"Pilar Bayona",1947
63185,"Álvaro Bayona",
63187,"Cecilia Bayonas",
63188,"José Luis Bayonas",
63189,"Katrina Bayonas",
63191,"Laura Bayonas",1965
63198,Bayou,
63202,"Buba Bayour",
63203,"Cornelia Corba",1969
63205,"Güngör Bayrak",1954
63206,"Ihsan Bayraktar",
63210,"Gustl Bayrhammer",1922
63218,"Joe Bays",
63223,"Tobey Bays",
63224,"Ihsan Baysal",1940
63227,"Clotilde de Bayser",1963
63228,"Marc de Bayser",
63229,"Arthur Baysting",
63230,"Abdullah N. Baysu",
63232,"Shlomit Baytelman",1951
63237,"Eddie Baytos",
63239,"Natasha Bayus",
63249,"Félix Bayón",1952
63251,"Roberto Bayón",
63252,"Okan Bayülgen",1964
63254,"Beatriz Baz",1923
63257,"Chris Baz",
63259,"Gonzalo Baz",
63262,"Newroz Baz",
63266,"Tina Baz",
63269,"Lisa Bazadona",
63270,"Rodrigo Bazaes",
63273,"Arkadiusz Bazak",1939
63274,"Themis Bazaka",1957
63276,"George Bazala",1967
63282,"Cary Bazan",
63287,"Jirí Bazant",1924
63288,"Matia Bazar",
63293,"Gennadiy Bazarov",
63299,"Camille Bazbaz",
63306,"Ben Bazell",
63307,"Reg Bazell",
63310,"Irwin Bazelon",1922
63311,"Paul Bazely",
63313,"Yakov Bazelyan",1925
63316,"Dimitris Bazaios",
63317,"Jean-Pierre Bazerolle",
63322,"Ye. Bazhenova",
63323,"Pavel Bazhov",1879
63324,"Walter Baziak",
63327,"Robert Bazil",
63328,"Basile de Bodt",1956
63331,"Michel Bazille",
63336,"André Bazin",1918
63341,"Hervé Bazin",1911
63346,"Thierry Bazin",
63347,"Vitali Bazin",1947
63348,"Brenda Bazinet",
63350,"René Bazinet",1955
63352,"Shirin Bazleh",
63356,"Arzu Bazman",1977
63357,"Anees Bazmee",
63358,"Nisar Bazmi",1924
63369,"Valeri Bazylev",
63376,"Sergio Bazzini",1935
63377,"Sebastiano Bazzini",
63382,"Camillo Bazzoni",1934
63383,"Luigi Bazzoni",1929
63386,"Domingo Bazán",
63387,"Géraldine Bazán",1983
63393,"Steve Baës",
63394,"Carlos Alberto Baía",
63395,"Eunice Baía",1990
63400,"Iskender Bagcilar",
63407,"Azucena Baños",
63414,"Roque Baños",1968
63421,"Vicente Bañó",1926
63422,"Antoni Bañón",
63425,"Yacoub Bchiri",
63427,"Oded Be'eri",
63428,"Yuli Be'eri",1970
63431,"Yoshio Be",
63432,"Stevie Be-Zet",
63435,"Eduardo Bea",
63438,"Marc Beacco",
63440,"Adam Beach",1972
63442,"Ann Beach",1938
63450,"Chris Beach",
63453,"David Beach",1964
63470,"Jeffery Beach",
63473,"Jim Beach",1942
63482,"Lisa Beach",
63497,"Roger Beach",
63502,"Scott Beach",1931
63504,"Stephen Beach",
63507,"Sylvia Beach",1887
63508,"Thomas Beach",
63511,"Wayne Beach",
63517,"Jon Beacham",
63522,"Nik Beachman",
63527,"Brian Beacock",1966
63533,"Kalif Beacon",
63538,"Carleen Beadle",
63540,"David Beadle",
63541,"Ernesto Beadle",
63542,"Gary Beadle",1965
63548,"Stan Beadle",
63549,"Todd Beadle",
63566,"Peter S. Beagle",1939
63571,"Kate Beahan",1974
63574,"Nigel Powell",
63579,"Billy Beaird",
63581,"David Beaird",1952
63583,"John Beaird",1953
63585,"Ric Beairsto",
63587,"Geoff Beak",
63592,"Richard Bekins",1954
63599,"Charley Beal",
63601,"Cindy Beal",
63608,"Eddie Beal",1910
63613,"Garm Beall",
63618,"Jeff Beal",1963
63619,"John Beal",1909
63624,"Melody Beal",
63642,"Simona Bealcovschi",
63643,"Edith Bouvier Beale",1896
63645,"Alveda King",
63650,"David Beale",1930
63671,"Richard Beale",1920
63680,"Daniel Beales",
63684,"Aaron Beall",
63686,"Amanda L. Beall",1968
63706,"June Beallor",
63710,"Dick Beals",1927
63716,"Stephen Beals",
63718,"Ngaio S. Bealum",
63731,"Lee Anne Beaman",
63732,"Sarah Beaman",
63735,"Keola Beamer",
63736,"Layne Beamer",
63739,"David Beames",
63745,"Brian Beamish",
63750,"Lindsay Beamish",
63752,"Stephen Beamish",1955
63753,"Bob Beamon",1946
63757,"Carole Beams",
63758,"Dovie Beams",1932
63760,"Rob Beams",
63765,"Alan Bean",1932
63767,"Bill Bean",
63769,"Charlie Bean",
63773,"Dave Bean",1960
63785,"Henry Bean",1945
63786,"Jack Bean",1922
63789,"Jesse Bean",
63792,"Karen Edmundson Bean",
63793,"Katie Garner",
63798,"Marshall Bean",
63800,"Noah Bean",1978
63804,"Reathel Bean",1942
63805,"Rick Bean",1957
63806,"Richard Bean",
63809,"Robert B. Bean",
63815,"Steve Bean",1960
63818,"Andrea Beane",
63819,"Douglas Carter Beane",
63822,"Jibby Beane",
63828,"Bruna Beani",
63847,"Jeremy Bear",
63848,"Keith Bear",
63849,"Lee Bear",
63850,"Liza Bear",
63851,"Jack Bravman",1926
63856,"Rhet Bear",
63891,"David Beard",
63896,"Frank Beard",1949
63897,"Glynn Beard",
63900,"James Beard",
63903,"Jane Beard",
63905,"John Beard",1948
63907,"John Paul Beard",
63914,"Matthew Beard",1989
63923,"Peter Beard",1938
63925,"Phil Beard",
63944,"Sugar Lyn Beard",1981
63953,"James Goldman",1927
63955,"Chris Bearde",1936
63963,"James Bearden",
63964,"Jeff Bearden",
63965,"Matt Bearden",
63966,"Michael Bearden",
63973,"Chris Boardman",1954
63976,"Sarah Beardsall",
63979,"Brett Beardslee",
63984,"Jamie Beardsley",
63986,"Mikaela Beardsley",
63989,"Mark Beardsmore",
63992,"Charles Beare",
63997,"Bruce Bearman",
63998,"Mike Behrman",
63999,"Chris Bearne",
64000,"Cody Bearpaw",1943
64010,"Frank Beascoechea",
64011,"Christopher Beasley",
64015,"Allyce Beasley",1951
64022,"Bradley Beesley",
64023,"Bryan Beasley",
64024,"Charles Beasley",
64034,"Jeff Beasley",
64039,"Jim Beasley",
64040,"John Beasley",1943
64055,"Tom Beasley",
64057,"William S. Beasley",
64061,"Adam Beason",1969
64062,"Eric L. Beason",
64065,"Terrence Beasor",1935
64067,"Steve Beasse",
64070,"Elaina Beasty",
64071,"Kitty G. Beat",
64076,"Alla Beate",
64082,"Lynda Beatie",
64086,"Carmen Beato",
64090,"Alex Beaton",
64091,"Alex Beaton",
64098,"Bruce Beaton",
64102,"Elizabeth Beaton",
64106,"Jesse Beaton",
64114,"Norman Beaton",1934
64116,"Stephanie Beaton",1972
64121,"William Beaton",
64124,"Mistress Beatrice",
64125,"Stephen Beatrice",
64127,"Ana Beatriz",1932
64132,"Cynthia Beatt",1949
64133,"Alan Beattie",
64135,"Andrew Beattie",
64136,"Ann Beattie",1947
64144,"Chris Beattie",
64155,"Ian Beattie",1965
64157,"Jay Beattie",
64160,"Joseph Beattie",1978
64162,"Julie Brooke Beattie",
64169,"Maureen Beattie",1953
64174,"Richard Beattie",
64179,"Scott Beattie",
64181,"Stuart Beattie",
64186,"Anne Beatts",
64187,"Lou Beatty Jr.",
64195,"Meg Beatty",
64200,"David Beatty",
64203,"Debra K. Beatty",
64205,"Dianne Beatty",
64223,"Liam Beatty",
64224,"Maria Beatty",
64228,"Morgan Beatty",
64229,"Nancy Beatty",
64233,"Richard Beatty",
64235,"Robert Beatty",1909
64238,"Roger Beatty",1933
64241,"Shannon Beaty",1968
64247,"Thomas Beatty",1981
64251,"Zatella Beatty",
64254,"Otto Beatus",
64256,"Ann Beaty",
64259,"David Beaty",1919
64260,"Frank Beaty",
64265,"Rick Beaty",
64269,"Alexandra Beau",
64278,"Conrad Beaubien",
64283,"Robert Beaucage",
64289,"Emile Beaucard",
64290,"Christophe Beaucarne",
64293,"Annie Beauchamp",
64298,"Cari Beauchamp",
64299,"Carolyn Beauchamp",
64301,"Charlie Beauchamp",
64304,"Colette Beauchamp",
64306,"Dennis Beauchamp",
64308,"Eric Beauchamp",1971
64314,"Kevin Beauchamp",1975
64319,"Louise-Marie Beauchamp",
64322,"Michelle Beauchamp",
64327,"Robert Beauchamp",
64330,"Steve Beauchamp",
64334,"Marc Beauchamps",
64335,"Nicolas Beauchamp",
64337,"Sylvain Beauchamps",
64344,"François Beauchemin",
64345,"Geoffroy Beauchemin",
64348,"Julie Beauchemin",
64350,"Martine Beauchemin",
64354,"Paul Beauchemin",
64356,"Serge Beauchemin",
64357,"Yves Beauchemin",1941
64375,"Raquel Beaudene",1986
64380,"Josée Beaudet",
64382,"Marc Beaudet",1919
64388,"Michael Beaudette",
64394,"Jean Beaudin",1939
64407,"William Beaudine Jr.",1921
64415,"William Beaudine",1892
64418,"Caroline Beaudoin",
64421,"Denise Beaudoin",
64424,"Jocelyne Beaudoin",
64433,"Michelle Beaudoin",1975
64439,"Sylvie-Catherine Beaudoin",
64441,"Yves Beaudoin",
64444,"Pete Beaudreau",
64449,"Diane Beaudry",
64452,"Jean Beaudry",
64453,"Jean-Paul Beaudry",1924
64455,"Michel Beaudry",
64469,"Carter Beauford",1957
64475,"Max Beaufort",
64479,"Simon Beaufoy",1967
64483,"Bénédict Beaugé",
64484,"Frédéric Beaugendre",
64487,"Claude Beaugrand",1949
64490,"Emmanuelle Beaugrand-Champagne",
64492,"Bruno Beaugé",
64494,"Bénédicte Beaugé",
64497,"Marguerite Renoir",1906
64503,"Jérôme Beaujour",
64510,"Benoit Beaulieu",
64513,"François Beaulieu",1943
64517,"Ivan Beaulieu",
64518,"Jacques Beaulieu",
64524,"Lise Beaulieu",
64526,"Lucie Beaulieu",
64527,"Marc Beaulieu",
64530,"Marcel Beaulieu",
64534,"Marie-France Beaulieu",
64536,"Marie-Thérèse Beaulieu",1926
64540,"Richard Beaulieu",
64544,"Stephen Beaulieu",
64546,"Trace Beaulieu",1958
64555,"Nicholas Beauman",
64556,"Phil Beauman",
64559,Beaumarchais,1732
64566,"Mathieu Beaumier",
64579,"Charles Beaumont",1929
64581,"Christopher Beaumont",1950
64584,"Daisy Beaumont",1974
64586,"Debra Beaumont",1967
64593,"Gabrielle Beaumont",1942
64597,"Gilbert Beaumont",
64608,"Kenny Beaumont",1975
64609,"Laura Beaumont",1956
64612,"Marie-Carole de Beaumont",
64615,"Martin Beaumont",1955
64619,"Olga Beaumont",
64623,"Phil Beaumont",
64647,"Caroline Beaune",1959
64648,"Eloïse Beaune",
64650,"Michel Beaune",1933
64651,"André-Line Beauparlant",
64668,"Jean-François Beaupré",
64669,"Marc Beaupré",
64676,"Georges de Beauregard",1920
64679,"Josée Beauregard",
64685,"Sébastien Beauregard",
64689,"Jean-Pierre Beaurenaut",
64694,"Bobby Beausoleil",1947
64695,"Claude Beausoleil",1929
64696,"François Beausoleil",
64701,"Philippe Beaussant",1930
64702,"Nadège Beausson-Diagne",1972
64703,"Eric Beauséjour",
64704,"Madeleine Beauséjour",
64707,"Claude Beauthéac",
64725,"Robert Beauvais",1911
64726,"Yann Beauvais",1953
64727,"Céline Beauvallet",
64731,"Jean-Pierre Beauviala",1937
64734,"Raphaël Beauville",
64735,"Georges Beauvilliers",1932
64736,"Jean Beauvoir",
64737,"Max Beauvoir",1939
64741,"Xavier Beauvois",1967
64742,"Nicolas Beauvy",1958
64743,"Erin Beaux",
64747,"Sean Beavan",1962
64749,"Ellie Beaven",1980
64752,"Mary Beaven",
64755,Beaver,
64759,"Chris Beaver",
64769,"Jim Beaver",1950
64772,"Marvin Beaver",
64773,"Mike Beaver",1973
64775,"Paul Beaver",
64777,"Terry Beaver",1948
64782,"Lord Beaverbrook",1879
64784,"Annette Colbert-Latham",1959
64786,"Brent Beavers",
64791,"Jimmy Beavers",
64821,"Richard Beban",1948
64822,"Rodolfo Bebán",1938
64826,"Richard Bebb",1927
64828,"Despina Bebedelli",1941
64831,"Bebel Gilberto",1966
64840,"Greg Beber",
64842,"Neena Beber",
64849,"Francis Bebey",1929
64851,"Borko Bebic",
64853,"Bruna Bebic-Tudor",1964
64878,"Renaud Bécard",
64889,"Claudine Beccarie",1945
64890,"Françoise Beccarie",1957
64895,"Didier Becchetti",
64898,"Bob Becchio",
64901,"Pierre Beccu",1963
64903,"Gilbert Beceaud",
64906,"Ljubomir Becejski",
64914,"Christina Becerra",
64919,"Jorge Becerra",
64920,"José Luis Becerra",
64923,"Mario Becerra",
64931,"Carlos Becerril",
64933,"Fernando Becerril",
64936,"Jorge Becerril",
64938,"Renata Becerrova",1965
64939,"Raúl Beceyro",
64940,"Pernille Bech Christensen",1959
64942,"Bertrand Bech",1921
64950,"Lukás Bech",1972
64952,"Peter Bech",
64959,"Malek Bechar",
64961,"Gorman Bechard",1959
64966,"Curtis Bechdholt",
64973,"Zarema Bechelova",
64979,"Johannes R. Becher",1891
64980,"John C. Becher",1915
64981,"Martin Roda-Becher",1944
64983,"Ricardo Becher",1930
64984,"Sophie Becher",
64986,"Ulrich Becher",1910
64988,"Giampiero Becherelli",1929
64989,"Laura Becherelli",
64990,"Hilde Bechert",1949
64993,"Boris Bechet",1953
64995,"Daniel Bechet",
64996,"Ion Bechet",1974
64998,"Nicole Bechet",
65004,"Marty Bechina",
65005,"Davide Bechini",1962
65007,"Demián Bichir",1963
65009,"Marco Bechis",1955
65015,"Trude Bechmann",1904
65025,"Aleksandra Bechtel",1972
65032,"Joan Bechtel",
65036,"Peter Bechtel",1941
65043,"Hildegard Bechtler",
65049,"Sven-Eric Bechtolf",1957
65058,"Mihai Beciu",1925
65059,Beck,1970
65060,"Helle Beck Figenschow",1974
65078,"Béatrix Beck",1914
65084,"Billy Beck",1920
65087,"Bonnie Beck",
65088,"Brenda Beck",
65096,"Charlotte Beck",
65097,"Christina Beck",
65100,"Christophe Beck",1972
65101,"Christopher Beck",
65113,"Dixie Beck",
65114,"Donald R. Beck",
65128,"Flynn Beck",
65130,"Franz Beck",
65135,"Friederike Beck",
65140,"Glenn Beck",1935
65141,"Grace Beck",
65144,"Heinz Beck",
65147,"Henry Cabot Beck",
65149,"Heyward Beck",
65153,"Isha Manna Beck",
65154,"Ivo-Alexander Beck",1964
65159,"Jackson Beck",1912
65161,"James Beck",1929
65168,"Jason Beck",1967
65169,"Jeff Beck",1944
65172,"Jenny Beck",1974
65174,"Jerry Beck",
65175,"Jerry Beck",1955
65180,"Joe Beck",1945
65183,"John Beck",1943
65188,"Jonathan Beck",1991
65191,"Julian Beck",1925
65198,"Kathrin Beck",1968
65204,"Kevin Beck",
65206,"Kimberly Beck",1956
65207,"Kinsey Beck",
65209,"Kurt Beck",1926
65221,"Maria Beck",
65222,"Marilyn Beck",1928
65226,"Martin Beck",
65227,"Martin Beck",1939
65230,"Mat Beck",
65233,"Maurie Beck",
65234,"Maxwell J. Beck",
65235,"Michael Beck",1949
65236,"Michaela Beck",
65237,"Michelle Beck",
65245,"Nick Beck",1932
65246,"Nicole Beck",
65248,"Noelle Beck",1968
65251,"Peter Beck",1966
65256,"Rachael Beck",1971
65259,"Reginald Beck",1902
65264,"Robert Beck",1918
65270,"Roxanne Beck",1954
65274,"Rufus Beck",1957
65275,"Sandra Beck",
65276,"Sarah Beck",1992
65280,"Silvia Beck",1967
65281,"Sonja Beck",1971
65282,"Stanley Beck",1936
65284,"Steve Beck",
65285,"Stina Beck",
65287,"Susanne Beck",1947
65294,"Ulrich Beck",1944
65295,"Ursula Beck",
65303,"Walter Beck",1929
65304,"Werner Beck",1928
65307,"William Beck",
65315,"Jirí Becka",
65320,"Graham Beckel",1949
65321,"Heather Beckel",
65325,"Franz Beckenbauer",1945
65326,"Ghita Beckendorff",1956
65333,"Albrecht Becker",1906
65336,"Alexandra Becker",1925
65338,"Alwy Becker",1937
65339,"Andrew Becker",
65352,"Belinda Becker",
65353,"Ben Becker",1964
65360,"Britta Becker",
65371,"Carsten Becker",1966
65376,"Christian Becker",1972
65381,"Claudia Becker",
65401,"Eckhard Becker",1945
65404,"Edith Becker",
65407,"Enrique Becker",
65408,"Frank Becker",
65417,"Germán Becker",
65418,"Gerry Becker",1951
65423,"Gretchen Becker",
65427,"Hartmut Becker",1938
65433,"Heinz Becker",
65435,"Holly Becker",
65438,"Irene Becker",
65441,"Jack Becker",
65444,"Jan Becker",
65449,"Jean Becker",1933
65451,"Jean-Pierre Becker",
65456,"Jens Becker",1963
65471,"Josh Becker",1958
65473,"Judy Becker",
65475,"Jurek Becker",1937
65479,"Karl-Heinz Becker",
65488,"Klemens Becker",
65489,"Konrad Becker",1959
65491,"Konstantin Becker",
65493,"Kuno Becker",1978
65496,"Lars Becker",1954
65501,"Liliane Becker",
65510,"Louis Becker",
65511,"Lucia Becker",
65513,"Lutz Becker",
65514,"M. Alex Becker",
65515,"Manfred Becker",
65516,"Manuel Becker",
65517,"Maria Becker",1920
65521,"Mark Becker",
65525,"Max Becker",
65527,"Merle Becker",
65528,"Michael Becker",
65534,"Michael Becker",
65538,Becker,
65542,"Nancy Becker",
65545,"Nicolas Becker",
65552,"Patricia Becker",
65558,"Phil Becker",
65561,"Randy Becker",1970
65565,"Renate Becker",1935
65566,"Richard Becker",
65571,"Robin Becker",1990
65572,"Rolf Becker",1935
65576,"Rose Becker",1938
65578,"Samantha Esteban",1979
65581,"Sasha Becker",1985
65583,"Sharon Becker",
65585,"Shirley Becker",
65590,"Stephen Becker",1927
65596,"Terry Becker",1921
65604,"Tony Becker",1963
65605,"Vernon P. Becker",1927
65608,"Walt Becker",1968
65614,"Wolfgang Becker",1910
65615,"Wolfgang Becker",1954
65616,"Étienne Becker",1936
65621,"Lars Becker-Larsen",1957
65625,"Uli Beckerhoff",1947
65628,"Barry Beckerman",1942
65633,"George Beckerman",
65634,"Gregory Beckerman",
65637,"Jon Beckerman",1969
65638,"Michael Raso",1964
65639,"Sidney Beckerman",1920
65641,"Danny Beckermann",
65643,"Johannes Beckermann",
65644,"Ruth Beckermann",1952
65645,"Betty Beckers",1925
65649,"Ria Beckers",1938
65650,"Stefan Beckers",
65662,"George Becket",
65663,"James Becket",1936
65664,"Marta Becket",1924
65673,"Barry Beckett",
65681,"Chris Beckett",
65687,"Hal Beckett",
65688,"Henry Beckett",
65690,"Jack Beckett",
65695,"Joel Beckett",1973
65696,"John Beckett",
65698,"Joshua Beckett",1965
65701,"Keith Beckett",1928
65716,"Samuel Beckett",1906
65717,"Scotty Beckett",1929
65721,"Stephen Beckett",1967
65735,"Roxanne Beckford",1969
65740,"Brice Beckham",1976
65741,"Chris Beckman",
65743,"David Beckham",1975
65745,"Matt Beckham",
65746,"Michael Beckham",1938
65751,"Victoria Beckham",1974
65754,"Friedrich G. Beckhaus",1927
